OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,TYPE,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,ST_FIPS,OWNER,BEDS,TRAUMA,HELIPAD
4653,23991764,KINDRED HOSPITAL ONTARIO,550 NORTH MONTEREY AVENUE,ONTARIO,CA,91764,GENERAL ACUTE CARE,91,SAN BERNARDINO,6071,USA,34.06917586,-117.6424793,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.khontario.com/,6,PROPRIETARY,91,NOT AVAILABLE,N
4654,2692128,AURORA SAN DIEGO,11878 AVENUE OF INDUSTRY,SAN DIEGO,CA,92128,PSYCHIATRIC,80,SAN DIEGO,6073,USA,32.99118313,-117.0753176,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://sandiego.aurorabehavioral.com/,6,PROPRIETARY,80,NOT AVAILABLE,N
4655,35892105,PROMISE HOSPITAL OF SAN DIEGO,5550 UNIVERSITY AVENUE,SAN DIEGO,CA,92105,LONG TERM CARE,57,SAN DIEGO,6073,USA,32.74944563,-117.0766322,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.promisesandiego.com,6,PROPRIETARY,57,NOT AVAILABLE,N
4656,38792110,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,3851 ROSECRANS STREET,SAN DIEGO,CA,92110,PSYCHIATRIC,109,SAN DIEGO,6073,USA,32.75367809,-117.2020656,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.sdcounty.ca.gov,6,GOVERNMENT - LOCAL,109,NOT AVAILABLE,N
4657,39893401,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,2178 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,PSYCHIATRIC,16,SAN LUIS OBISPO,6079,USA,35.27566032,-120.6467907,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.slocounty.ca.gov/health/mentalhealthservices.htm,6,GOVERNMENT - LOCAL,16,NOT AVAILABLE,N
4658,51793003,VENTURA COUNTY MEDICAL CENTER,3291 LOMA VISTA ROAD,VENTURA,CA,93003,GENERAL ACUTE CARE,223,VENTURA,6111,USA,34.2773502,-119.2521337,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.vchca.org,6,GOVERNMENT - LOCAL,223,LEVEL II,Y
4659,594602,HIGHLAND HOSPITAL,1411 EAST 31ST STREET,OAKLAND,CA,94602,GENERAL ACUTE CARE,286,ALAMEDA,6001,USA,37.79880162,-122.2311956,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2013-10-15T00:00:00.000Z,http://www.highlandahs.org/,6,GOVERNMENT - DISTRICT/AUTHORITY,286,LEVEL I,N
4660,13694538,FREMONT HOSPITAL,39001 SUNDALE DRIVE,FREMONT,CA,94538,PSYCHIATRIC,148,ALAMEDA,6001,USA,37.5466295,-121.9796431,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://www.fremonthospital.com,6,PROPRIETARY,148,NOT AVAILABLE,Y
4661,49294601,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,2633 EAST 27TH STREET,OAKLAND,CA,94601,PSYCHIATRIC,26,ALAMEDA,6001,USA,37.79069713,-122.2221838,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.tbhcare.com/,6,PROPRIETARY,26,NOT AVAILABLE,N
4662,49494578,TELECARE WILLOW ROCK CENTER,2050 FAIRMONT DRIVE,ALAMEDA,CA,94578,PSYCHIATRIC,16,ALAMEDA,6001,USA,37.70941003,-122.1185459,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.telecarecorp.com/articles1-271/TheWillowRockCenterIsNowOpen,6,PROPRIETARY,16,NOT AVAILABLE,N
4663,1993534,ANTELOPE VALLEY HOSPITAL,1600 WEST AVENUE J,LANCASTER,CA,93534,GENERAL ACUTE CARE,420,LOS ANGELES,6037,USA,34.68826898,-118.158826,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.avhospital.org,6,GOVERNMENT - DISTRICT/AUTHORITY,420,LEVEL II,Y
4664,2491724,AURORA CHARTER OAK,1161 EAST COVINA BOULEVARD,COVINA,CA,91724,PSYCHIATRIC,134,LOS ANGELES,6037,USA,34.09980534,-117.8664786,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.aurorabehavioral.com,6,PROPRIETARY,134,NOT AVAILABLE,N
4665,9890505,DEL AMO HOSPITAL,23700 CAMINO DEL SOL,TORRANCE,CA,90505,PSYCHIATRIC,156,LOS ANGELES,6037,USA,33.81026999,-118.3435175,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.delamohospital.com,6,PROPRIETARY,156,NOT AVAILABLE,Y
4666,12391436,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BOULEVARD,ENCINO,CA,91436,GENERAL ACUTE CARE,148,LOS ANGELES,6037,USA,34.1572271,-118.4870242,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.encinomed.com,6,PROPRIETARY,148,NOT AVAILABLE,N
4667,17290027,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 NORTH VERMONT AVENUE,LOS ANGELES,CA,90027,GENERAL ACUTE CARE,434,LOS ANGELES,6037,USA,34.09645102,-118.2904705,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.hollywoodpresbyterian.com,6,PROPRIETARY,434,NOT AVAILABLE,Y
4668,23491791,KINDRED HOSPITAL - SAN GABRIEL VALLEY,845 NORTH LARK ELLEN AVENUE,WEST COVINA,CA,91791,GENERAL ACUTE CARE,76,LOS ANGELES,6037,USA,34.0871916,-117.9172512,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.kindredsangabriel.com/,6,PROPRIETARY,76,NOT AVAILABLE,N
4669,24890502,LAC/HARBOR-UCLA MEDICAL CENTER,1000 WEST CARSON STREET,TORRANCE,CA,90502,GENERAL ACUTE CARE,453,LOS ANGELES,6037,USA,33.83047377,-118.2917138,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.humc.edu,6,GOVERNMENT - LOCAL,453,"LEVEL I, LEVEL II PEDIATRIC",Y
4670,40495128,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,GENERAL ACUTE CARE,574,SANTA CLARA,6085,USA,37.31288953,-121.9329627,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.scvmed.org,6,GOVERNMENT - LOCAL,574,"LEVEL I, LEVEL II PEDIATRIC",Y
4671,16093309,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL,5001 COMMERCE DRIVE,BAKERSFIELD,CA,93309,GENERAL ACUTE CARE,66,KERN,6029,USA,35.3671915,-119.0576718,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.healthsouthbakersfield.com/,6,PROPRIETARY,66,NOT AVAILABLE,N
4672,11496122,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,500 1ST STREET,PORTOLA,CA,96122,GENERAL ACUTE CARE,36,PLUMAS,6063,USA,39.80555052,-120.4628101,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.ephc.org,6,GOVERNMENT - DISTRICT/AUTHORITY,36,NOT AVAILABLE,N
4673,35195971,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE ROAD,QUINCY,CA,95971,GENERAL ACUTE CARE,25,PLUMAS,6063,USA,39.93972896,-120.9617003,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.pdh.org,6,GOVERNMENT - DISTRICT/AUTHORITY,25,NOT AVAILABLE,Y
4674,41696020,SENECA HEALTHCARE DISTRICT,130 BRENTWOOD DRIVE,CHESTER,CA,96020,GENERAL ACUTE CARE,26,PLUMAS,6063,USA,40.30576261,-121.2347675,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2013-10-15T00:00:00.000Z,http://www.senecahospital.org,6,GOVERNMENT - DISTRICT/AUTHORITY,26,LEVEL IV,N
4675,48996160,TAHOE FOREST HOSPITAL,"10121 PINE STREET, POB 759",TRUCKEE,CA,96160,GENERAL ACUTE CARE,72,NEVADA,6057,USA,39.32510738,-120.2007733,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.tfhd.com,6,GOVERNMENT - DISTRICT/AUTHORITY,72,NOT AVAILABLE,Y
4676,17392647,HUNTINGTON BEACH HOSPITAL,17772 BEACH BOULEVARD,HUNTINGTON BEACH,CA,92647,GENERAL ACUTE CARE,131,ORANGE,6059,USA,33.70331242,-117.9878585,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.hbhospital.com,6,PROPRIETARY,131,NOT AVAILABLE,N
4677,35092670,PLACENTIA LINDA HOSPITAL,1301 NORTH ROSE DRIVE,PLACENTIA,CA,92670,GENERAL ACUTE CARE,114,ORANGE,6059,USA,33.88705175,-117.8432048,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.placentialinda.com,6,PROPRIETARY,114,NOT AVAILABLE,N
4678,52792705,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,GENERAL ACUTE CARE,282,ORANGE,6059,USA,33.75438381,-117.8334228,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.westernmedicalcenter.com,6,PROPRIETARY,282,LEVEL II,Y
4679,22193291,KAWEAH DELTA MEDICAL CENTER,400 WEST MINERAL KING,VISALIA,CA,93291,GENERAL ACUTE CARE,403,TULARE,6107,USA,36.32784292,-119.2951006,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2013-10-15T00:00:00.000Z,http://www.kaweahdelta.org,6,GOVERNMENT - DISTRICT/AUTHORITY,403,LEVEL III,Y
4680,50393274,TULARE REGIONAL MEDICAL CENTER,869 CHERRY AVENUE,TULARE,CA,93274,GENERAL ACUTE CARE,112,TULARE,6107,USA,36.22119576,-119.3386608,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.tulareregional.org,6,GOVERNMENT - DISTRICT/AUTHORITY,112,NOT AVAILABLE,N
4681,13531406,COASTAL HARBOR TREATMENT CENTER,1150 CORNELL AVENUE,SAVANNAH,GA,31406,PSYCHIATRIC,121,CHATHAM,13051,USA,32.01225143,-81.09558137,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.coastalharbor.com,13,PROPRIETARY,121,NOT AVAILABLE,N
4682,18631406,GEORGIA REGIONAL HOSPITAL,1915 EISENHOWER DRIVE,SAVANNAH,GA,31406,PSYCHIATRIC,262,CHATHAM,13051,USA,32.00050407,-81.08090851,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.garegionalsavannah.com,13,GOVERNMENT - STATE,262,NOT AVAILABLE,N
4683,1327704,NORTH CAROLINA SPECIALTY HOSPITAL,3916 BEN FRANKLIN BOULEVARD,DURHAM,NC,27704,GENERAL ACUTE CARE,18,DURHAM,37063,USA,36.04303607,-78.89699467,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2013-09-25T00:00:00.000Z,http://www.ncspecialty.com,37,PROPRIETARY,18,NOT AVAILABLE,N
4684,8828117,LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW ROAD,MOORESVILLE,NC,28117,GENERAL ACUTE CARE,105,IREDELL,37097,USA,35.54920478,-80.8535723,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.lnrmc.com,37,PROPRIETARY,105,NOT AVAILABLE,Y
4686,1027804,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DR.,ROCKY MOUNT,NC,27804,GENERAL ACUTE CARE,353,NASH,37127,USA,35.97615597,-77.85231081,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.nhcs.org,37,GOVERNMENT - DISTRICT/AUTHORITY,353,NOT AVAILABLE,Y
4687,1128401,NEW HANOVER REGIONAL MEDICAL CENTER,2228 S. 17TH STREET/FISCAL SERVICES,WILMINGTON,NC,28401,GENERAL ACUTE CARE,769,NEW HANOVER,37129,USA,34.20546384,-77.92128482,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.nhhn.org,37,GOVERNMENT - LOCAL,769,LEVEL II,Y
4688,5470115,COMMUNITY CARE HOSPITAL,1421 GENERAL TAYLOR ST,NEW ORLEANS,LA,70115,PSYCHIATRIC,36,ORLEANS,22071,USA,29.92603338,-90.09595111,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://www.communitycarehospital.com,22,GOVERNMENT - STATE,36,NOT AVAILABLE,Y
4690,10071303,LONGLEAF HOSPITAL,44 VERSAILLES BLVD,ALEXANDRIA,LA,71303,PSYCHIATRIC,92,RAPIDES,22079,USA,31.29197916,-92.50488278,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,IMAGERY/OTHER,2016-02-24T00:00:00.000Z,http://www.longleafhospital.com/,22,PROPRIETARY,92,NOT AVAILABLE,N
4691,2270648,ALLEN PARISH HOSPITAL,108 6TH AVE.,KINDER,LA,70648,GENERAL ACUTE CARE,49,ALLEN,22003,USA,30.49252642,-92.85601726,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,IMAGERY/OTHER,2013-10-08T00:00:00.000Z,http://www.allenparishhospital.com,22,GOVERNMENT - DISTRICT/AUTHORITY,49,NOT AVAILABLE,Y
4693,1602841,"NAVAL HEALTH CLINIC NEW ENGLAND, NEWPORT",43 SMITH ROAD,NEWPORT,RI,2841,GENERAL ACUTE CARE,,NEWPORT,44005,USA,41.50393052,-71.32179613,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ri.gov/licenses/detail.php?id=207,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2013-11-18T00:00:00.000Z,http://nhcne.med.navy.mil/locations/npri/npri.asp,44,GOVERNMENT - FEDERAL,,NOT AVAILABLE,N
4695,10471103,UNIVERSITY HEALTH SHREVEPORT,1541 KINGS HWY,SHREVEPORT,LA,71103,GENERAL ACUTE CARE,502,CADDO,22017,USA,32.48073703,-93.76165992,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://www.uhsystem.com/shreveport/home,22,GOVERNMENT - STATE,502,LEVEL I,Y
4696,3153704,MENDOTA MENTAL HLTH INSTITUTE,301 TROY DR,MADISON,WI,53704,PSYCHIATRIC,394,DANE,55025,USA,43.13373217,-89.39856894,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.dhfs.state.wi.us,55,GOVERNMENT - STATE,394,NOT AVAILABLE,N
4697,15654985,WINNEBAGO MENTAL HLTH INSTITUTE,"1300 SOUTH DRIVE, PO BOX 9",WINNEBAGO,WI,54985,PSYCHIATRIC,330,WINNEBAGO,55139,USA,44.07474915,-88.51823742,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.dhfs.state.wi.us/mh_winnebago,55,GOVERNMENT - STATE,330,NOT AVAILABLE,N
4698,70292311,BARSTOW COMMUNITY HOSPITAL,820 EAST MOUNTAIN VIEW ST,BARSTOW,CA,92311,GENERAL ACUTE CARE,30,SAN BERNARDINO,6071,USA,34.89252953,-117.0171935,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2015-01-13T00:00:00.000Z,http://www.barstowhospital.com,6,NOT AVAILABLE,30,NOT AVAILABLE,Y
4700,70695354,CENTRAL VALLEY SPECIALTY HOSPITAL,730 17TH STREET,MODESTO,CA,95354,LONG TERM CARE,100,STANISLAUS,6099,USA,37.64356628,-120.9909049,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2015-01-13T00:00:00.000Z,http://centralvalleyspecialty.org/CVSH/,6,NOT AVAILABLE,100,NOT AVAILABLE,N
4702,72990231,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,3828 DELMAS TERRACE,CULVER CITY,CA,90231,GENERAL ACUTE CARE,420,LOS ANGELES,6037,USA,34.02317952,-118.3969894,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2015-01-14T00:00:00.000Z,http://www.sch-culvercity.com/home.htm,6,GOVERNMENT - LOCAL,420,NOT AVAILABLE,N
4703,73395307,TELECARE STANISLAUS COUNTY PHF,1904 RICHLAND AVENUE,CERES,CA,95307,PSYCHIATRIC,16,STANISLAUS,6099,USA,37.60026659,-120.962973,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2015-01-14T00:00:00.000Z,http://www.telecarecorp.com/programs/157,6,GOVERNMENT - LOCAL,16,NOT AVAILABLE,N
4704,82731014,BLECKLEY MEMORIAL HOSPITAL,145 EAST PEACOCK STREET,COCHRAN,GA,31014,CRITICAL ACCESS,25,BLECKLEY,13023,USA,32.38492234,-83.34685487,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2015-03-02T00:00:00.000Z,http://bleckleymemorial.com/,13,NOT AVAILABLE,25,NOT AVAILABLE,N
4705,83130720,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,GENERAL ACUTE CARE,282,WHITFIELD,13313,USA,34.78973493,-84.98497692,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2015-03-02T00:00:00.000Z,NOT AVAILABLE,13,NOT AVAILABLE,282,LEVEL II,N
4706,83331093,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,GENERAL ACUTE CARE,237,HOUSTON,13153,USA,32.61759391,-83.63093479,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2015-03-02T00:00:00.000Z,NOT AVAILABLE,13,NOT AVAILABLE,237,NOT AVAILABLE,N
4707,83830501,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GENERAL ACUTE CARE,,HALL,13139,USA,34.30325528,-83.8179282,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2015-03-02T00:00:00.000Z,NOT AVAILABLE,13,NOT AVAILABLE,557,LEVEL II,Y
4708,84130281,PIEDMONT HENRY HOSPITAL,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,GENERAL ACUTE CARE,215,HENRY,13151,USA,33.51033543,-84.22729518,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2015-03-03T00:00:00.000Z,http://www.henrymedical.com,13,GOVERNMENT - DISTRICT/AUTHORITY,215,NOT AVAILABLE,Y
4709,84630655,CLEARVIEW  REGIONAL MEDICAL CENTER,2151 WEST SPRING STREET,MONROE,GA,30655,GENERAL ACUTE CARE,77,WALTON,13297,USA,33.79894478,-83.75014125,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2015-03-03T00:00:00.000Z,NOT AVAILABLE,13,NOT AVAILABLE,77,LEVEL III,Y
4710,85131603,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,GENERAL ACUTE CARE,380,LOWNDES,13185,USA,30.86227044,-83.28647036,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2015-03-05T00:00:00.000Z,NOT AVAILABLE,13,NOT AVAILABLE,380,NOT AVAILABLE,Y
4711,85231201,COLISEUM PSYCHIATRIC HOSPITAL,"340 HOSPITAL DRIVE, BOX 9366",MACON,GA,31201,PSYCHIATRIC,60,BIBB,13021,USA,32.84676841,-83.61814769,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2015-03-05T00:00:00.000Z,http://www.coliseumhealthsystem.com,13,PROPRIETARY,60,NOT AVAILABLE,N
4712,85631023,DODGE COUNTY HOSPITAL,901 GRIFFIN AVE,EASTMAN,GA,31023,GENERAL ACUTE CARE,94,DODGE,13091,USA,32.18556223,-83.17787676,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2015-03-05T00:00:00.000Z,http://www.dodgecountyhospital.com,13,GOVERNMENT - LOCAL,94,NOT AVAILABLE,N
4713,86030084,EMORY UNIV HOSPITAL- EMORY UNIV ORTHO,1455 MONTREAL ROAD,TUCKER,GA,30084,GENERAL ACUTE CARE,120,DEKALB,13089,USA,33.8262246,-84.24818414,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2015-03-05T00:00:00.000Z,NOT AVAILABLE,13,NOT AVAILABLE,120,NOT AVAILABLE,N
